,Product ID,Quantity,Sales,Profit,discount
2731,OFF-ELD-10000967,19,331.74,9.690000000000001,withOutDiscount
2731,OFF-ELD-10000967,3,38.412,-12.437999999999999,withDiscount
2732,OFF-ELD-10001037,10,470.4,183.29999999999998,withOutDiscount
2732,OFF-ELD-10001037,14,216.38400000000001,-185.55599999999998,withDiscount
2733,OFF-ELD-10001293,12,111.96000000000001,35.64,withOutDiscount
2733,OFF-ELD-10001293,2,6.531000000000001,-6.189,withDiscount
2734,OFF-ELD-10001318,2,138.873,-63.507000000000005,withDiscount
2734,OFF-ELD-10001318,5,991.9499999999999,486.0,withOutDiscount
2735,OFF-ELD-10001694,10,511.67999999999995,-537.42,withDiscount
2735,OFF-ELD-10001694,36,4605.12,828.36,withOutDiscount
2736,OFF-ELD-10001832,9,135.66,-300.39,withDiscount
2736,OFF-ELD-10001832,23,1114.3500000000001,0.0,withOutDiscount
2737,OFF-ELD-10001882,4,15.389999999999999,-15.09,withDiscount
2737,OFF-ELD-10001882,7,71.82,18.48,withOutDiscount
2738,OFF-ELD-10002207,11,187.11,87.78,withOutDiscount
2738,OFF-ELD-10002207,4,23.814,-12.306000000000001,withDiscount
2739,OFF-ELD-10002240,1,18.996,-24.714,withDiscount
2739,OFF-ELD-10002240,9,427.41,34.019999999999996,withOutDiscount
2740,OFF-ELD-10002279,16,454.77,-304.59,withDiscount
2740,OFF-ELD-10002279,20,978.0,28.799999999999997,withOutDiscount
2741,OFF-ELD-10002297,2,118.746,-237.534,withDiscount
2741,OFF-ELD-10002297,9,1781.19,177.93,withOutDiscount
2742,OFF-ELD-10002578,25,257.25,74.25,withOutDiscount
2742,OFF-ELD-10002578,7,22.638,-28.601999999999997,withDiscount
2743,OFF-ELD-10003038,13,629.46,169.65,withOutDiscount
2743,OFF-ELD-10003038,15,237.25799999999998,-293.29200000000003,withDiscount
2744,OFF-ELD-10003181,20,214.8,79.2,withOutDiscount
2744,OFF-ELD-10003181,7,37.59,-9.87,withDiscount
2745,OFF-ELD-10003918,3,14.445,-28.935,withDiscount
2745,OFF-ELD-10003918,29,465.45000000000005,46.11,withOutDiscount
2746,OFF-ELD-10004324,5,634.8,12.6,withOutDiscount
2746,OFF-ELD-10004324,3,126.96000000000001,-246.36,withDiscount
2747,OFF-ELD-10004625,6,287.82,51.66,withOutDiscount
2747,OFF-ELD-10004625,5,139.113,-57.687,withDiscount
2748,OFF-ELI-10000044,7,73.5,13.23,withOutDiscount
2748,OFF-ELI-10000044,7,22.049999999999997,-38.22,withDiscount
2749,OFF-ELI-10001351,9,389.61,183.06,withOutDiscount
2749,OFF-ELI-10001351,4,69.264,-22.536,withDiscount
2750,OFF-ELI-10001685,12,158.4,42.48,withOutDiscount
2750,OFF-ELI-10001685,6,31.68,-26.28,withDiscount
2751,OFF-ELI-10001705,6,73.926,-51.894,withDiscount
2751,OFF-ELI-10001705,25,1026.75,502.5,withOutDiscount
2752,OFF-ELI-10001812,2,97.26,5.82,withOutDiscount
2752,OFF-ELI-10001812,2,38.904,-52.536,withDiscount
2753,OFF-ELI-10002337,2,24.423000000000002,-17.457,withDiscount
2753,OFF-ELI-10002337,4,139.56,55.8,withOutDiscount
2754,OFF-ELI-10003004,3,46.26,3.1500000000000004,withOutDiscount
2754,OFF-ELI-10003004,6,37.008,-49.212,withDiscount
2755,OFF-ELI-10003179,5,112.65,54.0,withOutDiscount
2755,OFF-ELI-10003179,2,13.518,-9.942,withDiscount
2756,OFF-ELI-10003277,4,106.8,44.76,withOutDiscount
2756,OFF-ELI-10003277,6,48.06,-45.0,withDiscount
2757,OFF-ELI-10004427,2,63.18,12.6,withOutDiscount
2757,OFF-ELI-10004427,2,18.954,-31.626,withDiscount
2758,OFF-EN-10000025,2,61.64,22.8,withOutDiscount
2758,OFF-EN-10000025,12,221.904,-11.136,withDiscount
2759,OFF-EN-10000031,14,196.84,37.24,withOutDiscount
2759,OFF-EN-10000031,3,25.308,-8.892,withDiscount
2760,OFF-EN-10000053,10,67.2,-16.2,withDiscount
2760,OFF-EN-10000053,9,120.96000000000001,45.9,withOutDiscount
2761,OFF-EN-10000056,15,746.76,252.0318,withDiscount
2761,OFF-EN-10000056,29,1242.4299999999998,553.5047999999999,withOutDiscount
2762,OFF-EN-10000061,5,44.244,4.584,withDiscount
2762,OFF-EN-10000061,24,316.88,134.24,withOutDiscount
2763,OFF-EN-10000075,18,602.64,186.48,withOutDiscount
2763,OFF-EN-10000075,2,40.176,-6.064,withDiscount
2764,OFF-EN-10000084,30,591.0,295.2,withOutDiscount
2764,OFF-EN-10000084,7,82.74000000000001,13.72,withDiscount
2765,OFF-EN-10000122,2,34.08,8.52,withOutDiscount
2765,OFF-EN-10000122,1,15.336,2.556,withDiscount
2766,OFF-EN-10000127,3,12.888,1.668,withDiscount
2766,OFF-EN-10000127,5,35.8,17.1,withOutDiscount
2767,OFF-EN-10000128,4,191.28,28.68,withOutDiscount
2767,OFF-EN-10000128,10,286.91999999999996,-119.58000000000001,withDiscount
2768,OFF-EN-10000139,23,457.602,-136.118,withDiscount
2768,OFF-EN-10000139,20,406.98,73.3,withOutDiscount
2769,OFF-EN-10000142,16,234.24,79.2,withOutDiscount
2769,OFF-EN-10000142,3,39.528,10.458,withDiscount
2770,OFF-EN-10000215,7,227.92000000000002,68.32,withOutDiscount
2770,OFF-EN-10000215,5,97.68,-16.32,withDiscount
2771,OFF-EN-10000219,6,43.92,12.24,withOutDiscount
2771,OFF-EN-10000219,13,68.076,-0.5640000000000007,withDiscount
2772,OFF-EN-10000224,13,108.03,21.45,withOutDiscount
2772,OFF-EN-10000224,25,159.1365,-7.3635,withDiscount
2773,OFF-EN-10000251,1,5.824,-1.096,withDiscount
2773,OFF-EN-10000251,7,50.96,2.52,withOutDiscount
2774,OFF-EN-10000258,6,59.832,-21.048,withDiscount
2774,OFF-EN-10000258,11,182.82,34.54,withOutDiscount
2775,OFF-EN-10000274,8,109.728,24.288,withDiscount
2775,OFF-EN-10000274,14,213.36,63.84,withOutDiscount
2776,OFF-EN-10000296,11,186.45,14.85,withOutDiscount
2776,OFF-EN-10000296,9,137.29500000000002,-3.1049999999999995,withDiscount
2777,OFF-EN-10000315,33,541.08,172.79,withOutDiscount
2777,OFF-EN-10000315,12,157.0908,12.880799999999999,withDiscount
2778,OFF-EN-10000328,22,310.68899999999996,38.108999999999995,withDiscount
2778,OFF-EN-10000328,11,219.78,83.49000000000001,withOutDiscount
2779,OFF-EN-10000338,8,116.64000000000001,19.36,withDiscount
2779,OFF-EN-10000338,12,291.6,145.68,withOutDiscount
2780,OFF-EN-10000359,5,12.0,-5.0,withDiscount
2780,OFF-EN-10000359,6,24.0,3.5999999999999996,withOutDiscount
2781,OFF-EN-10000383,6,40.64,6.4399999999999995,withDiscount
2781,OFF-EN-10000383,21,163.44,55.26,withOutDiscount
2782,OFF-EN-10000387,3,23.4,9.81,withOutDiscount
2782,OFF-EN-10000387,7,30.03,-1.68,withDiscount
2783,OFF-EN-10000461,14,97.888,33.0372,withDiscount
2783,OFF-EN-10000461,13,113.62,53.4014,withOutDiscount
2784,OFF-EN-10000483,17,259.25,119.255,withOutDiscount
2784,OFF-EN-10000483,5,61.0,19.825,withDiscount
2785,OFF-EN-10000532,7,26.628,3.528,withDiscount
2785,OFF-EN-10000532,13,82.42,39.519999999999996,withOutDiscount
2786,OFF-EN-10000539,1,10.74,0.21,withOutDiscount
2786,OFF-EN-10000539,12,69.273,-57.087,withDiscount
2787,OFF-EN-10000543,3,28.8,0.54,withOutDiscount
2787,OFF-EN-10000543,8,53.760000000000005,-21.6,withDiscount
2788,OFF-EN-10000556,17,838.44,83.64,withOutDiscount
2788,OFF-EN-10000556,3,133.164,-0.036,withDiscount
2789,OFF-EN-10000606,6,80.04,25.56,withOutDiscount
2789,OFF-EN-10000606,8,64.03200000000001,-8.608,withDiscount
2790,OFF-EN-10000615,8,229.506,-49.134,withDiscount
2790,OFF-EN-10000615,9,356.13,42.66,withOutDiscount
2791,OFF-EN-10000645,9,160.083,-70.767,withDiscount
2791,OFF-EN-10000645,12,415.8,108.0,withOutDiscount
2792,OFF-EN-10000657,19,326.6385,26.8185,withDiscount
2792,OFF-EN-10000657,9,211.95,69.93,withOutDiscount
2793,OFF-EN-10000694,3,53.298,0.558,withDiscount
2793,OFF-EN-10000694,2,39.48,4.32,withOutDiscount
2794,OFF-EN-10000699,5,168.3768,40.2765,withDiscount
2794,OFF-EN-10000699,12,569.16,261.71999999999997,withOutDiscount
2795,OFF-EN-10000714,3,57.36,-11.52,withDiscount
2795,OFF-EN-10000714,15,358.5,14.1,withOutDiscount
2796,OFF-EN-10000755,8,110.88,16.48,withDiscount
2796,OFF-EN-10000755,16,369.6,180.8,withOutDiscount
2797,OFF-EN-10000761,3,47.099999999999994,8.94,withOutDiscount
2797,OFF-EN-10000761,17,175.84,-40.4,withDiscount
2798,OFF-EN-10000776,3,60.03,28.8,withOutDiscount
2798,OFF-EN-10000776,7,83.2416,10.3716,withDiscount
2799,OFF-EN-10000781,7,48.944,16.5186,withDiscount
2799,OFF-EN-10000781,3,26.22,12.3234,withOutDiscount
2800,OFF-EN-10000788,13,354.51,159.84,withOutDiscount
2800,OFF-EN-10000788,9,109.32000000000001,-36.839999999999996,withDiscount
2801,OFF-EN-10000812,19,125.39999999999999,39.9,withOutDiscount
2801,OFF-EN-10000812,5,19.8,-2.7,withDiscount
2802,OFF-EN-10000857,19,383.556,-95.004,withDiscount
2802,OFF-EN-10000857,37,1009.02,236.7,withOutDiscount
2803,OFF-EN-10000904,7,275.73,60.480000000000004,withOutDiscount
2803,OFF-EN-10000904,16,539.643,47.643,withDiscount
2804,OFF-EN-10000927,18,516.816,161.505,withDiscount
2804,OFF-EN-10000927,2,54.07,21.4005,withOutDiscount
2805,OFF-EN-10000947,2,81.9,33.54,withOutDiscount
2805,OFF-EN-10000947,6,130.221,-14.859,withDiscount
2806,OFF-EN-10000968,18,513.945,-57.375,withDiscount
2806,OFF-EN-10000968,1,36.45,4.71,withOutDiscount
2807,OFF-EN-10001028,3,28.752,9.3444,withDiscount
2807,OFF-EN-10001028,6,71.88,33.0648,withOutDiscount
2808,OFF-EN-10001029,19,252.90449999999998,-111.3255,withDiscount
2808,OFF-EN-10001029,4,77.4,0.72,withOutDiscount
2809,OFF-EN-10001099,8,62.592,20.3424,withDiscount
2809,OFF-EN-10001099,10,97.8,44.988,withOutDiscount
2810,OFF-EN-10001109,20,426.53999999999996,120.69999999999999,withOutDiscount
2810,OFF-EN-10001109,19,407.664,-123.696,withDiscount
2811,OFF-EN-10001136,5,228.6,43.35,withOutDiscount
2811,OFF-EN-10001136,2,48.4632,-25.6368,withDiscount
2812,OFF-EN-10001137,6,24.78,11.3988,withOutDiscount
2812,OFF-EN-10001137,5,16.52,5.369,withDiscount
2813,OFF-EN-10001141,8,70.272,25.4736,withDiscount
2813,OFF-EN-10001141,5,54.9,26.901,withOutDiscount
2814,OFF-EN-10001157,18,263.52,21.06,withOutDiscount
2814,OFF-EN-10001157,15,127.22160000000001,-74.8284,withDiscount
2815,OFF-EN-10001162,11,223.59,-18.299999999999997,withDiscount
2815,OFF-EN-10001162,4,154.2,66.24,withOutDiscount
2816,OFF-EN-10001202,13,163.01999999999998,78.0,withOutDiscount
2816,OFF-EN-10001202,4,25.08,-1.08,withDiscount
2817,OFF-EN-10001219,12,91.68,44.923199999999994,withOutDiscount
2817,OFF-EN-10001219,9,55.007999999999996,19.940399999999997,withDiscount
2818,OFF-EN-10001315,2,51.138,5.658,withDiscount
2818,OFF-EN-10001315,12,340.92,68.03999999999999,withOutDiscount
2819,OFF-EN-10001327,5,132.88,24.88,withDiscount
2819,OFF-EN-10001327,9,298.98,104.58,withOutDiscount
2820,OFF-EN-10001335,16,140.032,52.512,withDiscount
2820,OFF-EN-10001335,18,196.92,98.46,withOutDiscount
2821,OFF-EN-10001375,5,84.17999999999999,-2.82,withDiscount
2821,OFF-EN-10001375,19,533.14,202.54000000000002,withOutDiscount
2822,OFF-EN-10001415,5,27.9,13.95,withOutDiscount
2822,OFF-EN-10001415,6,26.784,10.044,withDiscount
2823,OFF-EN-10001443,9,62.976,9.696,withDiscount
2823,OFF-EN-10001443,13,127.91999999999999,50.96,withOutDiscount
2824,OFF-EN-10001453,3,146.352,49.3938,withDiscount
2824,OFF-EN-10001453,13,792.74,372.5878,withOutDiscount
2825,OFF-EN-10001491,12,557.28,111.24,withOutDiscount
2825,OFF-EN-10001491,9,283.284,-51.245999999999995,withDiscount
2826,OFF-EN-10001509,26,53.04,24.9288,withOutDiscount
2826,OFF-EN-10001509,8,13.056,4.4064,withDiscount
2827,OFF-EN-10001528,13,114.9096,-55.520399999999995,withDiscount
2827,OFF-EN-10001528,8,121.92,17.04,withOutDiscount
2828,OFF-EN-10001532,12,203.76,101.88,withOutDiscount
2828,OFF-EN-10001532,3,40.752,15.282,withDiscount
2829,OFF-EN-10001538,17,213.18,40.46,withOutDiscount
2829,OFF-EN-10001538,5,37.62,-13.18,withDiscount
2830,OFF-EN-10001539,22,171.16,80.4452,withOutDiscount
2830,OFF-EN-10001539,4,24.896,8.4024,withDiscount
2831,OFF-EN-10001616,14,94.68799999999999,-19.832,withDiscount
2831,OFF-EN-10001616,7,75.32,18.060000000000002,withOutDiscount
2832,OFF-EN-10001627,7,231.9135,-82.2465,withDiscount
2832,OFF-EN-10001627,11,560.67,66.99,withOutDiscount
2833,OFF-EN-10001771,5,100.4,11.2,withDiscount
2833,OFF-EN-10001771,14,351.4,101.64,withOutDiscount
2834,OFF-EN-10001789,8,163.92000000000002,12.96,withOutDiscount
2834,OFF-EN-10001789,12,173.96009999999998,-52.4799,withDiscount
2835,OFF-EN-10001832,31,307.56,94.25999999999999,withOutDiscount
2835,OFF-EN-10001832,9,110.588,-30.112000000000002,withDiscount
2836,OFF-EN-10001854,9,165.24,29.7,withOutDiscount
2836,OFF-EN-10001854,5,45.9,-29.4,withDiscount
2837,OFF-EN-10001861,14,191.23999999999998,74.48,withOutDiscount
2837,OFF-EN-10001861,13,106.548,-1.8719999999999999,withDiscount
2838,OFF-EN-10001870,2,30.52,10.36,withOutDiscount
2838,OFF-EN-10001870,5,61.04,10.64,withDiscount
2839,OFF-EN-10001882,8,236.4,115.68,withOutDiscount
2839,OFF-EN-10001882,16,244.379,2.9384999999999994,withDiscount
2840,OFF-EN-10001939,9,173.34,6.84,withOutDiscount
2840,OFF-EN-10001939,33,381.34799999999996,-229.152,withDiscount
2841,OFF-EN-10001940,7,109.2,5.46,withOutDiscount
2841,OFF-EN-10001940,3,28.08,-16.38,withDiscount
2842,OFF-EN-10001946,13,520.6500000000001,244.52999999999997,withOutDiscount
2842,OFF-EN-10001946,1,36.045,14.805,withDiscount
2843,OFF-EN-10001958,2,24.6,2.7,withOutDiscount
2843,OFF-EN-10001958,11,75.153,-45.297,withDiscount
2844,OFF-EN-10001975,25,411.0,53.25,withOutDiscount
2844,OFF-EN-10001975,4,53.1012,-4.1388,withDiscount
2845,OFF-EN-10001976,11,537.24,150.15,withOutDiscount
2845,OFF-EN-10001976,9,280.8304,-35.879999999999995,withDiscount
2846,OFF-EN-10001979,23,273.93,65.55000000000001,withOutDiscount
2846,OFF-EN-10001979,2,21.438,3.318,withDiscount
2847,OFF-EN-10001991,3,13.5,-13.5,withDiscount
2847,OFF-EN-10001991,9,81.0,0.0,withOutDiscount
2848,OFF-EN-10001993,22,602.5799999999999,198.66,withOutDiscount
2848,OFF-EN-10001993,6,82.17,-27.990000000000002,withDiscount
2849,OFF-EN-10001997,2,37.584,8.304,withDiscount
2849,OFF-EN-10001997,8,167.04,49.92,withOutDiscount
2850,OFF-EN-10002003,4,20.592,4.152,withDiscount
2850,OFF-EN-10002003,5,36.0,15.45,withOutDiscount
2851,OFF-EN-10002007,29,247.2888,-58.9512,withDiscount
2851,OFF-EN-10002007,15,188.1,29.700000000000003,withOutDiscount
2852,OFF-EN-10002013,6,76.134,21.534,withDiscount
2852,OFF-EN-10002013,13,220.35,79.17,withOutDiscount
2853,OFF-EN-10002015,7,107.19900000000001,-58.70099999999999,withDiscount
2853,OFF-EN-10002015,16,398.88,19.68,withOutDiscount
2854,OFF-EN-10002035,15,410.762,-63.9885,withDiscount
2854,OFF-EN-10002035,10,376.5,60.0,withOutDiscount
2855,OFF-EN-10002048,12,266.652,11.772,withDiscount
2855,OFF-EN-10002048,1,24.69,3.45,withOutDiscount
2856,OFF-EN-10002065,10,53.28,13.68,withDiscount
2856,OFF-EN-10002065,16,115.2,51.84,withOutDiscount
2857,OFF-EN-10002119,9,130.303,-3.8870999999999998,withDiscount
2857,OFF-EN-10002119,10,270.9,121.80000000000001,withOutDiscount
2858,OFF-EN-10002140,9,165.24,52.65,withOutDiscount
2858,OFF-EN-10002140,24,282.9276,-17.3124,withDiscount
2859,OFF-EN-10002226,10,29.28,-16.12,withDiscount
2859,OFF-EN-10002226,3,14.64,1.02,withOutDiscount
2860,OFF-EN-10002230,14,940.0160000000001,317.2549,withDiscount
2860,OFF-EN-10002230,5,419.65,197.2352,withOutDiscount
2861,OFF-EN-10002240,2,26.88,9.9,withOutDiscount
2861,OFF-EN-10002240,3,20.16,-5.31,withDiscount
2862,OFF-EN-10002258,16,456.3586,58.9191,withDiscount
2862,OFF-EN-10002258,10,407.1,158.7,withOutDiscount
2863,OFF-EN-10002312,9,99.81000000000002,48.9069,withOutDiscount
2863,OFF-EN-10002312,1,8.872,3.2161,withDiscount
2864,OFF-EN-10002313,10,373.5,44.7,withOutDiscount
2864,OFF-EN-10002313,2,37.35,-28.41,withDiscount
2865,OFF-EN-10002372,5,79.44,12.84,withDiscount
2865,OFF-EN-10002372,12,238.32,78.48,withOutDiscount
2866,OFF-EN-10002396,3,44.604,-11.916,withDiscount
2866,OFF-EN-10002396,15,371.70000000000005,89.10000000000001,withOutDiscount
2867,OFF-EN-10002406,9,169.56,82.89,withOutDiscount
2867,OFF-EN-10002406,3,28.26,-0.63,withDiscount
2868,OFF-EN-10002410,8,209.51999999999998,104.64,withOutDiscount
2868,OFF-EN-10002410,2,26.19,-0.03,withDiscount
2869,OFF-EN-10002425,9,168.21,4.86,withOutDiscount
2869,OFF-EN-10002425,22,253.8102,-145.4898,withDiscount
2870,OFF-EN-10002434,11,146.9349,-45.1251,withDiscount
2870,OFF-EN-10002434,5,126.45,39.15,withOutDiscount
2871,OFF-EN-10002464,10,167.31,-22.29,withDiscount
2871,OFF-EN-10002464,7,163.8,31.08,withOutDiscount
2872,OFF-EN-10002472,7,348.81,156.87,withOutDiscount
2872,OFF-EN-10002472,15,403.1247,-8.1753,withDiscount
2873,OFF-EN-10002491,2,42.0,12.18,withOutDiscount
2873,OFF-EN-10002491,2,44.82,3.72,withDiscount
2874,OFF-EN-10002500,3,30.672,9.585,withDiscount
2874,OFF-EN-10002500,27,345.06,155.277,withOutDiscount
2875,OFF-EN-10002504,15,326.15999999999997,110.079,withDiscount
2875,OFF-EN-10002504,9,244.62,114.97139999999999,withOutDiscount
2876,OFF-EN-10002540,8,107.52,35.28,withOutDiscount
2876,OFF-EN-10002540,13,127.4112,10.0212,withDiscount
2877,OFF-EN-10002556,2,28.2864,8.8464,withDiscount
2877,OFF-EN-10002556,11,187.44,80.52000000000001,withOutDiscount
2878,OFF-EN-10002581,20,427.79999999999995,115.19999999999999,withOutDiscount
2878,OFF-EN-10002581,10,153.79410000000001,-2.5058999999999987,withDiscount
2879,OFF-EN-10002592,9,83.376,31.266000000000002,withDiscount
2879,OFF-EN-10002592,10,185.1,80.52000000000001,withOutDiscount
2880,OFF-EN-10002600,17,40.12,14.042000000000002,withDiscount
2880,OFF-EN-10002600,18,53.1,25.488,withOutDiscount
2881,OFF-EN-10002613,4,38.4,4.56,withOutDiscount
2881,OFF-EN-10002613,6,29.951999999999998,-20.808,withDiscount
2882,OFF-EN-10002621,4,39.12,19.56,withOutDiscount
2882,OFF-EN-10002621,5,39.12,14.670000000000002,withDiscount
2883,OFF-EN-10002624,14,79.52,31.64,withOutDiscount
2883,OFF-EN-10002624,3,10.224,-0.036,withDiscount
2884,OFF-EN-10002630,8,107.52000000000001,39.6,withOutDiscount
2884,OFF-EN-10002630,5,60.48,18.03,withDiscount
2885,OFF-EN-10002671,2,54.4416,-33.9384,withDiscount
2885,OFF-EN-10002671,4,205.44,28.68,withOutDiscount
2886,OFF-EN-10002674,15,284.58,-9.719999999999999,withDiscount
2886,OFF-EN-10002674,26,822.12,312.0,withOutDiscount
2887,OFF-EN-10002679,8,329.52,158.16,withOutDiscount
2887,OFF-EN-10002679,10,304.8061,90.60600000000001,withDiscount
2888,OFF-EN-10002700,16,309.35999999999996,98.4,withOutDiscount
2888,OFF-EN-10002700,20,381.57539999999995,-13.024600000000007,withDiscount
2889,OFF-EN-10002710,1,27.392,-4.128,withDiscount
2889,OFF-EN-10002710,6,205.44,16.32,withOutDiscount
2890,OFF-EN-10002736,17,221.85,79.56,withOutDiscount
2890,OFF-EN-10002736,2,13.05,-3.69,withDiscount
2891,OFF-EN-10002757,4,190.08,26.52,withOutDiscount
2891,OFF-EN-10002757,6,199.584,-45.756,withDiscount
2892,OFF-EN-10002778,1,3.84,0.18,withDiscount
2892,OFF-EN-10002778,10,48.0,11.399999999999999,withOutDiscount
2893,OFF-EN-10002784,12,309.6,139.32,withOutDiscount
2893,OFF-EN-10002784,13,214.398,29.927999999999997,withDiscount
2894,OFF-EN-10002806,3,60.57,28.44,withOutDiscount
2894,OFF-EN-10002806,15,220.2729,59.622899999999994,withDiscount
2895,OFF-EN-10002850,8,187.92,71.28,withOutDiscount
2895,OFF-EN-10002850,4,46.98,-11.34,withDiscount
2896,OFF-EN-10002855,34,1117.92,502.52000000000004,withOutDiscount
2896,OFF-EN-10002855,2,39.456,3.256,withDiscount
2897,OFF-EN-10002891,2,42.09,-26.13,withDiscount
2897,OFF-EN-10002891,8,336.72,63.84,withOutDiscount
2898,OFF-EN-10002896,19,247.0,59.28,withOutDiscount
2898,OFF-EN-10002896,3,23.4,-6.24,withDiscount
2899,OFF-EN-10002924,16,670.437,-85.083,withDiscount
2899,OFF-EN-10002924,4,200.88,12.0,withOutDiscount
2900,OFF-EN-10002955,3,74.97,-4.5,withDiscount
2900,OFF-EN-10002955,4,199.92,93.96,withOutDiscount
2901,OFF-EN-10002985,21,289.08,-76.95,withDiscount
2901,OFF-EN-10002985,22,435.6,52.14,withOutDiscount
2902,OFF-EN-10002986,4,62.96,28.332,withOutDiscount
2902,OFF-EN-10002986,9,113.328,35.415,withDiscount
2903,OFF-EN-10003000,22,813.12,324.72,withOutDiscount
2903,OFF-EN-10003000,2,66.528,22.128,withDiscount
2904,OFF-EN-10003001,9,604.656,204.071,withDiscount
2904,OFF-EN-10003001,9,755.8199999999999,355.2354,withOutDiscount
2905,OFF-EN-10003040,9,188.424,63.59310000000001,withDiscount
2905,OFF-EN-10003040,2,52.34,24.5998,withOutDiscount
2906,OFF-EN-10003055,10,399.8,179.91,withOutDiscount
2906,OFF-EN-10003055,12,383.808,119.94,withDiscount
2907,OFF-EN-10003071,6,30.4,-9.32,withDiscount
2907,OFF-EN-10003071,2,15.2,1.96,withOutDiscount
2908,OFF-EN-10003072,9,34.92,16.7616,withOutDiscount
2908,OFF-EN-10003072,9,27.936,9.7776,withDiscount
2909,OFF-EN-10003094,7,62.244,-40.516,withDiscount
2909,OFF-EN-10003094,6,88.92,0.8400000000000001,withOutDiscount
2910,OFF-EN-10003111,11,38.28,-1.98,withDiscount
2910,OFF-EN-10003111,11,63.8,23.54,withOutDiscount
2911,OFF-EN-10003134,10,116.8,58.4,withOutDiscount
2911,OFF-EN-10003134,14,130.816,49.056,withDiscount
2912,OFF-EN-10003175,3,32.508,-13.572,withDiscount
2912,OFF-EN-10003175,22,397.32,59.4,withOutDiscount
2913,OFF-EN-10003177,16,731.52,240.95999999999998,withOutDiscount
2913,OFF-EN-10003177,5,114.3,-39.0,withDiscount
2914,OFF-EN-10003231,10,195.0,36.9,withOutDiscount
2914,OFF-EN-10003231,11,193.04999999999998,19.14,withDiscount
2915,OFF-EN-10003271,7,147.63,45.56999999999999,withOutDiscount
2915,OFF-EN-10003271,9,120.213,-11.007000000000001,withDiscount
2916,OFF-EN-10003286,32,264.96,124.5312,withOutDiscount
2916,OFF-EN-10003286,3,19.872,6.7068,withDiscount
2917,OFF-EN-10003316,5,73.8,10.2,withOutDiscount
2917,OFF-EN-10003316,13,161.7696,-3.5904,withDiscount
2918,OFF-EN-10003352,10,120.12,15.92,withDiscount
2918,OFF-EN-10003352,4,80.08,38.4,withOutDiscount
2919,OFF-EN-10003360,4,148.284,23.004,withDiscount
2919,OFF-EN-10003360,11,453.09,108.57,withOutDiscount
2920,OFF-EN-10003373,6,279.72,81.0,withOutDiscount
2920,OFF-EN-10003373,2,46.62,-19.62,withDiscount
2921,OFF-EN-10003391,16,240.07229999999998,2.4723000000000006,withDiscount
2921,OFF-EN-10003391,2,52.02,22.32,withOutDiscount
2922,OFF-EN-10003392,9,108.59700000000001,-42.873,withDiscount
2922,OFF-EN-10003392,5,102.44999999999999,18.3,withOutDiscount
2923,OFF-EN-10003413,13,565.38,143.01,withOutDiscount
2923,OFF-EN-10003413,15,478.3073,4.457700000000001,withDiscount
2924,OFF-EN-10003435,7,91.6632,-9.3468,withDiscount
2924,OFF-EN-10003435,8,167.04,51.6,withOutDiscount
2925,OFF-EN-10003448,11,108.75,18.33,withOutDiscount
2925,OFF-EN-10003448,7,64.848,24.318,withDiscount
2926,OFF-EN-10003455,2,54.0,18.36,withOutDiscount
2926,OFF-EN-10003455,7,145.8,21.060000000000002,withDiscount
2927,OFF-EN-10003463,9,169.29,65.88,withOutDiscount
2927,OFF-EN-10003463,9,91.60470000000001,-11.805299999999999,withDiscount
2928,OFF-EN-10003472,6,28.584,-12.936,withDiscount
2928,OFF-EN-10003472,24,190.56,24.48,withOutDiscount
2929,OFF-EN-10003498,25,1155.75,427.5,withOutDiscount
2929,OFF-EN-10003498,10,335.16700000000003,43.8675,withDiscount
2930,OFF-EN-10003507,23,288.88,19.78,withOutDiscount
2930,OFF-EN-10003507,8,62.800000000000004,-30.8,withDiscount
2931,OFF-EN-10003508,10,249.3,117.0,withOutDiscount
2931,OFF-EN-10003508,9,157.3083,38.2383,withDiscount
2932,OFF-EN-10003529,54,734.04,118.08,withOutDiscount
2932,OFF-EN-10003529,12,143.17200000000003,-60.108000000000004,withDiscount
2933,OFF-EN-10003537,17,465.63,139.23000000000002,withOutDiscount
2933,OFF-EN-10003537,14,281.02139999999997,12.221400000000001,withDiscount
2934,OFF-EN-10003540,2,76.32,29.76,withOutDiscount
2934,OFF-EN-10003540,2,63.3456,16.7856,withDiscount
2935,OFF-EN-10003559,24,192.96,84.48,withOutDiscount
2935,OFF-EN-10003559,10,48.24,3.04,withDiscount
2936,OFF-EN-10003560,25,209.0,18.5,withOutDiscount
2936,OFF-EN-10003560,9,53.504,-15.076,withDiscount
2937,OFF-EN-10003567,5,87.92,29.673,withDiscount
2937,OFF-EN-10003567,5,109.9,51.653000000000006,withOutDiscount
2938,OFF-EN-10003577,9,185.57999999999998,14.76,withOutDiscount
2938,OFF-EN-10003577,14,173.208,-92.512,withDiscount
2939,OFF-EN-10003601,11,108.9,0.0,withOutDiscount
2939,OFF-EN-10003601,6,53.46,-5.94,withDiscount
2940,OFF-EN-10003607,12,92.88,-46.56,withDiscount
2940,OFF-EN-10003607,11,141.9,14.08,withOutDiscount
2941,OFF-EN-10003619,2,60.06,21.0,withOutDiscount
2941,OFF-EN-10003619,9,170.2701,-5.4999,withDiscount
2942,OFF-EN-10003628,13,178.948,-20.472,withDiscount
2942,OFF-EN-10003628,7,127.82000000000001,20.439999999999998,withOutDiscount
